date,hour_start,price_sterling,price_dollar,notes
27/03/2017,9,51.42,67.3602,
27/03/2017,10,45,58.95,
27/03/2017,11,39.93,52.3083,
27/03/2017,12,34.08,44.6448,
27/03/2017,13,32.44,42.4964,
27/03/2017,14,31.33,41.0423,
27/03/2017,15,33.09,43.3479,
27/03/2017,16,34.1,44.671,
27/03/2017,17,47.98,62.8538,
27/03/2017,18,60.94,79.8314,
27/03/2017,19,90,117.9,
27/03/2017,20,88.57,116.0267,
27/03/2017,21,49.04,64.2424,
27/03/2018,22,33,43.23,
28/03/2017,23,35.2,46.112,
28/03/2017,0,32.07,42.0117,
28/03/2017,1,32.51,42.5881,
28/03/2017,2,33.52,43.9112,
28/03/2017,3,32.03,41.9593,
28/03/2017,4,32.01,41.9331,
28/03/2017,5,34.64,45.3784,
28/03/2017,6,41.06,53.7886,
28/03/2017,7,45.85,60.0635,
28/03/2017,8,57.33,75.1023,
28/03/2017,9,55.99,73.3469,
28/03/2017,10,49.6,64.976,
28/03/2017,11,40,52.4,
28/03/2017,12,33.04,43.2824,
28/03/2017,13,32.27,42.2737,
28/03/2017,14,32.09,42.0379,
28/03/2017,15,32.23,42.2213,
28/03/2017,16,41.57,54.4567,
28/03/2017,17,49.17,64.4127,
28/03/2017,18,54.99,72.0369,
28/03/2017,19,68.82,90.1542,
28/03/2017,20,74.98,98.2238,
28/03/2017,21,37.49,49.1119,
28/03/2017,22,33.08,43.3348,
29/03/2017,23,36.1,47.291,
29/03/2017,0,32.06,41.9986,
29/03/2017,1,32.81,42.9811,
29/03/2017,2,32.58,42.6798,
29/03/2017,3,32.06,41.9986,
29/03/2017,4,30.96,40.5576,
29/03/2017,5,32.09,42.0379,
29/03/2017,6,40.03,52.4393,
29/03/2017,7,42,55.02,
29/03/2017,8,51.82,67.8842,
29/03/2017,9,55.93,73.2683,
29/03/2017,10,49.9,65.369,
29/03/2017,11,40.82,53.4742,
29/03/2017,12,34.2,44.802,
29/03/2017,13,32.95,43.1645,
29/03/2017,14,32.32,42.3392,
29/03/2017,15,32.67,42.7977,
29/03/2017,16,35,45.85,
29/03/2017,17,40.82,53.4742,
29/03/2017,18,49.92,65.3952,
29/03/2017,19,54.88,71.8928,
29/03/2017,20,55.99,73.3469,
29/03/2017,21,36.65,48.0115,
29/03/2017,22,32.09,42.0379,
30/03/2017,23,36.81,48.2211,
30/03/2017,0,29.39,38.5009,
30/03/2017,1,36.82,48.2342,
30/03/2017,2,36.82,48.2342,
30/03/2017,3,32.9,43.099,
30/03/2017,4,29.94,39.2214,
30/03/2017,5,39.95,52.3345,
30/03/2017,6,49.94,65.4214,
30/03/2017,7,41.17,53.9327,
30/03/2017,8,48.82,63.9542,
30/03/2017,9,48.82,63.9542,
30/03/2017,10,39.36,51.5616,
30/03/2017,11,34.52,45.2212,
30/03/2017,12,33,43.23,
30/03/2017,13,32.43,42.4833,
30/03/2017,14,32.37,42.4047,
30/03/2017,15,32.2,42.182,
30/03/2017,16,35.02,45.8762,
30/03/2017,17,45.86,60.0766,
30/03/2017,18,48.14,63.0634,
30/03/2017,19,59.93,78.5083,
30/03/2017,20,64.92,85.0452,
30/03/2017,21,37.4,48.994,
30/03/2017,22,32.3,42.313,
31/03/2017,23,37,48.47,
31/03/2017,0,30.92,40.5052,
31/03/2017,1,37.06,48.5486,
31/03/2017,2,37.11,48.6141,
31/03/2017,3,32.95,43.1645,
31/03/2017,4,30,39.3,
31/03/2017,5,36.09,47.2779,
31/03/2017,6,43.51,56.9981,
31/03/2017,7,37.49,49.1119,
31/03/2017,8,54.93,71.9583,
31/03/2017,9,54.96,71.9976,
31/03/2017,10,43.82,57.4042,
31/03/2017,11,37.01,48.4831,
31/03/2017,12,34.5,45.195,
31/03/2017,13,32.75,42.9025,
31/03/2017,14,32.77,42.9287,
31/03/2017,15,31.41,41.1471,
31/03/2017,16,33.4,43.754,
31/03/2017,17,41,53.71,
31/03/2017,18,48,62.88,
31/03/2017,19,56.98,74.6438,
31/03/2017,20,62.82,82.2942,
31/03/2017,21,42,55.02,
31/03/2017,22,33.41,43.7671,
01/04/2017,23,50.09,65.6179,
01/04/2017,0,36.88,48.3128,
01/04/2017,1,39.96,52.3476,
01/04/2017,2,35.41,46.3871,
01/04/2017,3,31.93,41.8283,
01/04/2017,4,31.91,41.8021,
01/04/2017,5,31.92,41.8152,
01/04/2017,6,36.52,47.8412,
01/04/2017,7,37.1,48.601,
01/04/2017,8,41,53.71,
01/04/2017,9,53.97,70.7007,
01/04/2017,10,50,65.5,
01/04/2017,11,45,58.95,
01/04/2017,12,41.01,53.7231,
01/04/2017,13,33.52,43.9112,
01/04/2017,14,33,43.23,
01/04/2017,15,30,39.3,
01/04/2017,16,33.73,44.1863,
01/04/2017,17,41,53.71,
01/04/2017,18,48.58,63.6398,
01/04/2017,19,65,85.15,
01/04/2017,20,71,93.01,
01/04/2017,21,44.44,58.2164,
01/04/2017,22,35.95,47.0945,
02/04/2017,23,41.01,53.7231,
02/04/2017,0,32.62,42.7322,
02/04/2017,1,35,45.85,
02/04/2017,2,33,43.23,
02/04/2017,3,28.5,37.335,
02/04/2017,4,27.94,36.6014,
02/04/2017,5,30.24,39.6144,
02/04/2017,6,36,47.16,
02/04/2017,7,35.94,47.0814,
02/04/2017,8,35.92,47.0552,
02/04/2017,9,42,55.02,
02/04/2017,10,43.06,56.4086,
02/04/2017,11,42.81,56.0811,
02/04/2017,12,38.51,50.4481,
02/04/2017,13,33.33,43.6623,
02/04/2017,14,31.99,41.9069,
02/04/2017,15,32.78,42.9418,
02/04/2017,16,39,51.09,
02/04/2017,17,47.19,61.8189,
02/04/2017,18,49.41,64.7271,
02/04/2017,19,69.51,91.0581,
02/04/2017,20,69.54,91.0974,
02/04/2017,21,41.44,54.2864,
02/04/2017,22,46,60.26,
03/04/2017,23,40.92,53.6052,
03/04/2017,0,29.82,39.0642,
03/04/2017,1,35.5,46.505,
03/04/2017,2,35.45,46.4395,
03/04/2017,3,30.99,40.5969,
03/04/2017,4,27.86,36.4966,
03/04/2017,5,36.52,47.8412,
03/04/2017,6,43.08,56.4348,
03/04/2017,7,47.22,61.8582,
03/04/2017,8,60.95,79.8445,
03/04/2017,9,56.66,74.2246,
03/04/2017,10,39.58,51.8498,
03/04/2017,11,34.28,44.9068,
03/04/2017,12,32.29,42.2999,
03/04/2017,13,29,37.99,
03/04/2017,14,27.98,36.6538,
03/04/2017,15,30,39.3,
03/04/2017,16,33.62,44.0422,
03/04/2017,17,36.08,47.2648,
03/04/2017,18,39,51.09,
03/04/2017,19,51.92,68.0152,
03/04/2017,20,62.11,81.3641,
03/04/2017,21,38,49.78,
03/04/2017,22,34,44.54,
04/04/2017,23,34.92,45.7452,
04/04/2017,0,34.91,45.7321,
04/04/2017,1,36.01,47.1731,
04/04/2017,2,35.03,45.8893,
04/04/2017,3,33.99,44.5269,
04/04/2017,4,33.04,43.2824,
04/04/2017,5,36.42,47.7102,
04/04/2017,6,44.82,58.7142,
04/04/2017,7,45.71,59.8801,
04/04/2017,8,61.92,81.1152,
04/04/2017,9,58,75.98,
04/04/2017,10,46.82,61.3342,
04/04/2017,11,41.2,53.972,
04/04/2017,12,35.96,47.1076,
04/04/2017,13,33.62,44.0422,
04/04/2017,14,33,43.23,
04/04/2017,15,32.85,43.0335,
04/04/2017,16,35.03,45.8893,
04/04/2017,17,41.05,53.7755,
04/04/2017,18,48.42,63.4302,
04/04/2017,19,59.97,78.5607,
04/04/2017,20,65.3,85.543,
04/04/2017,21,42.08,55.1248,
04/04/2017,22,34.07,44.6317,
05/04/2017,23,40.01,52.4131,
05/04/2017,0,35,45.85,
05/04/2017,1,38.61,50.5791,
05/04/2017,2,36.49,47.8019,
05/04/2017,3,32.11,42.0641,
05/04/2017,4,33.97,44.5007,
05/04/2017,5,38,49.78,
05/04/2017,6,41.82,54.7842,
05/04/2017,7,42.12,55.1772,
05/04/2017,8,54.94,71.9714,
05/04/2017,9,53,69.43,
05/04/2017,10,38.94,51.0114,
05/04/2017,11,35.91,47.0421,
05/04/2017,12,39.88,52.2428,
05/04/2017,13,35.62,46.6622,
05/04/2017,14,35.41,46.3871,
05/04/2017,15,35.1,45.981,
05/04/2017,16,41.44,54.2864,
05/04/2017,17,47.9,62.749,
05/04/2017,18,54,70.74,
05/04/2017,19,69.55,91.1105,
05/04/2017,20,75,98.25,
05/04/2017,21,52.09,68.2379,
05/04/2017,22,40.06,52.4786,
06/04/2017,23,38.98,51.0638,
06/04/2017,0,35.09,45.9679,
06/04/2017,1,35.07,45.9417,
06/04/2017,2,34.88,45.6928,
06/04/2017,3,34.56,45.2736,
06/04/2017,4,34.21,44.8151,
06/04/2017,5,35.07,45.9417,
06/04/2017,6,41,53.71,
06/04/2017,7,50.01,65.5131,
06/04/2017,8,62,81.22,
06/04/2017,9,60.55,79.3205,
06/04/2017,10,50.55,66.2205,
06/04/2017,11,42.49,55.6619,
06/04/2017,12,35.52,46.5312,
06/04/2017,13,35,45.85,
06/04/2017,14,34.9,45.719,
06/04/2017,15,34.81,45.6011,
06/04/2017,16,40,52.4,
06/04/2017,17,54.96,71.9976,
06/04/2017,18,62.94,82.4514,
06/04/2017,19,79,103.49,
06/04/2017,20,1.75,2.2925,
06/04/2017,21,59.98,78.5738,
06/04/2017,22,36.02,47.1862,
07/04/2017,23,37.51,49.1381,
07/04/2017,0,34.99,45.8369,
07/04/2017,1,34.82,45.6142,
07/04/2017,2,34.73,45.4963,
07/04/2017,3,34.53,45.2343,
07/04/2017,4,34.55,45.2605,
07/04/2017,5,35.73,46.8063,
07/04/2017,6,41,53.71,
07/04/2017,7,48.38,63.3778,
07/04/2017,8,65,85.15,
07/04/2017,9,61.98,81.1938,
07/04/2017,10,50.01,65.5131,
07/04/2017,11,37.36,48.9416,
07/04/2017,12,35.62,46.6622,
07/04/2017,13,34.73,45.4963,
07/04/2017,14,34.55,45.2605,
07/04/2017,15,34.6,45.326,
07/04/2017,16,35.9,47.029,
07/04/2017,17,43.95,57.5745,
07/04/2017,18,49.93,65.4083,
07/04/2017,19,66.2,86.722,
07/04/2017,20,77.48,101.4988,
07/04/2017,21,44.84,58.7404,
07/04/2017,22,35.03,45.8893,
08/04/2017,23,43.52,57.0112,
08/04/2017,0,37.7,49.387,
08/04/2017,1,38.79,50.8149,
08/04/2017,2,36.76,48.1556,
08/04/2017,3,35.48,46.4788,
08/04/2017,4,33.41,43.7671,
08/04/2017,5,34.56,45.2736,
08/04/2017,6,34.1,44.671,
08/04/2017,7,34.78,45.5618,
08/04/2017,8,54.9,71.919,
08/04/2017,9,59.98,78.5738,
08/04/2017,10,49.7,65.107,
08/04/2017,11,34.07,44.6317,
08/04/2017,12,31.84,41.7104,
08/04/2017,13,29.92,39.1952,
08/04/2017,14,29,37.99,
08/04/2017,15,29.77,38.9987,
08/04/2017,16,31.99,41.9069,
08/04/2017,17,43,56.33,
08/04/2017,18,51.45,67.3995,
08/04/2017,19,62,81.22,
08/04/2017,20,69.63,91.2153,
08/04/2017,21,52.85,69.2335,
08/04/2017,22,36,47.16,
09/04/2017,23,37,48.47,
09/04/2017,0,35.03,45.8893,
09/04/2017,1,34.09,44.6579,
09/04/2017,2,35.71,46.7801,
09/04/2017,3,34,44.54,
09/04/2017,4,33.8,44.278,
09/04/2017,5,33.05,43.2955,
09/04/2017,6,34.92,45.7452,
09/04/2017,7,34.94,45.7714,
09/04/2017,8,38.2,50.042,
09/04/2017,9,51.91,68.0021,
09/04/2017,10,50.01,65.5131,
09/04/2017,11,42.87,56.1597,
09/04/2017,12,34.6,45.326,
09/04/2017,13,28.8,37.728,
09/04/2017,14,25,32.75,
09/04/2017,15,26.8,35.108,
09/04/2017,16,26.8,35.108,
09/04/2017,17,34.51,45.2081,
09/04/2017,18,42.97,56.2907,
09/04/2017,19,54.95,71.9845,
09/04/2017,20,66.34,86.9054,
09/04/2017,21,54.93,71.9583,
09/04/2017,22,34.54,45.2474,
10/04/2017,23,33.95,44.4745,
10/04/2017,0,23.93,31.3483,
10/04/2017,1,34,44.54,
10/04/2017,2,35.44,46.4264,
10/04/2017,3,33.92,44.4352,
10/04/2017,4,34,44.54,
10/04/2017,5,37,48.47,
10/04/2017,6,50.6,66.286,
10/04/2017,7,35.41,46.3871,
10/04/2017,8,44.8,58.688,
10/04/2017,9,49.6,64.976,
10/04/2017,10,42,55.02,
10/04/2017,11,37.22,48.7582,
10/04/2017,12,36.5,47.815,
10/04/2017,13,34.59,45.3129,
10/04/2017,14,34,44.54,
10/04/2017,15,34,44.54,
10/04/2017,16,37.25,48.7975,
10/04/2017,17,45.91,60.1421,
10/04/2017,18,54.72,71.6832,
10/04/2017,19,60.91,79.7921,
10/04/2017,20,69.99,91.6869,
10/04/2017,21,52,68.12,
10/04/2017,22,34.5,45.195,
11/04/2017,23,43.04,56.3824,
11/04/2017,0,34.3,44.933,
11/04/2017,1,38.34,50.2254,
11/04/2017,2,34.55,45.2605,
11/04/2017,3,31.99,41.9069,
11/04/2017,4,30.2,39.562,
11/04/2017,5,33.35,43.6885,
11/04/2017,6,41.05,53.7755,
11/04/2017,7,45.73,59.9063,
11/04/2017,8,57.18,74.9058,
11/04/2017,9,55.98,73.3338,
11/04/2017,10,43.02,56.3562,
11/04/2017,11,36.55,47.8805,
11/04/2017,12,33.56,43.9636,
11/04/2017,13,32.54,42.6274,
11/04/2017,14,31.51,41.2781,
11/04/2017,15,32.07,42.0117,
11/04/2017,16,33.55,43.9505,
11/04/2017,17,35.61,46.6491,
11/04/2017,18,40,52.4,
11/04/2017,19,49.55,64.9105,
11/04/2017,20,59,77.29,
11/04/2017,21,38.8,50.828,
11/04/2017,22,29.98,39.2738,
12/04/2017,23,37.54,49.1774,
12/04/2017,0,32.24,42.2344,
12/04/2017,1,39.31,51.4961,
12/04/2017,2,35.99,47.1469,
12/04/2017,3,31.91,41.8021,
12/04/2017,4,31,40.61,
12/04/2017,5,36.93,48.3783,
12/04/2017,6,40.01,52.4131,
12/04/2017,7,43.67,57.2077,
12/04/2017,8,47.18,61.8058,
12/04/2017,9,53.52,70.1112,
12/04/2017,10,40,52.4,
12/04/2017,11,38,49.78,
12/04/2017,12,36,47.16,
12/04/2017,13,31,40.61,
12/04/2017,14,29.97,39.2607,
12/04/2017,15,29.94,39.2214,
12/04/2017,16,33.71,44.1601,
12/04/2017,17,38.1,49.911,
12/04/2017,18,42.78,56.0418,
12/04/2017,19,55.93,73.2683,
12/04/2017,20,65.99,86.4469,
12/04/2017,21,50,65.5,
12/04/2017,22,35.51,46.5181,
13/04/2017,23,34.01,44.5531,
13/04/2017,0,29.82,39.0642,
13/04/2017,1,32.98,43.2038,
13/04/2017,2,32.02,41.9462,
13/04/2017,3,30.99,40.5969,
13/04/2017,4,31,40.61,
13/04/2017,5,36.06,47.2386,
13/04/2017,6,42.2,55.282,
13/04/2017,7,36.77,48.1687,
13/04/2017,8,43.37,56.8147,
13/04/2017,9,48.48,63.5088,
13/04/2017,10,40,52.4,
13/04/2017,11,39.8,52.138,
13/04/2017,12,35.37,46.3347,
13/04/2017,13,32.71,42.8501,
13/04/2017,14,32.53,42.6143,
13/04/2017,15,32.05,41.9855,
13/04/2017,16,34.09,44.6579,
13/04/2017,17,48.1,63.011,
13/04/2017,18,53.75,70.4125,
13/04/2017,19,55.91,73.2421,
13/04/2017,20,63.53,83.2243,
13/04/2017,21,48.82,63.9542,
13/04/2017,22,33.91,44.4221,
14/04/2017,23,42.54,55.7274,
14/04/2017,0,36.86,48.2866,
14/04/2017,1,38.22,50.0682,
14/04/2017,2,38,49.78,
14/04/2017,3,35.64,46.6884,
14/04/2017,4,33.29,43.6099,
14/04/2017,5,34.46,45.1426,
14/04/2017,6,36.99,48.4569,
14/04/2017,7,36.98,48.4438,
14/04/2017,8,49.75,65.1725,
14/04/2017,9,54.91,71.9321,
14/04/2017,10,53.91,70.6221,
14/04/2017,11,41.97,54.9807,
14/04/2017,12,40,52.4,
14/04/2017,13,33.01,43.2431,
14/04/2017,14,30.29,39.6799,
14/04/2017,15,30.29,39.6799,
14/04/2017,16,32.01,41.9331,
14/04/2017,17,38.1,49.911,
14/04/2017,18,42,55.02,
14/04/2017,19,45.03,58.9893,
14/04/2017,20,51.1,66.941,
14/04/2017,21,42,55.02,
14/04/2017,22,34.4,45.064,
15/04/2017,23,48,62.88,
15/04/2017,0,40,52.4,
15/04/2017,1,40,52.4,
15/04/2017,2,34.48,45.1688,
15/04/2017,3,33.45,43.8195,
15/04/2017,4,32.08,42.0248,
15/04/2017,5,33.41,43.7671,
15/04/2017,6,33.47,43.8457,
15/04/2017,7,36.31,47.5661,
15/04/2017,8,36.72,48.1032,
15/04/2017,9,48.04,62.9324,
15/04/2017,10,39.93,52.3083,
15/04/2017,11,35.03,45.8893,
15/04/2017,12,32,41.92,
15/04/2017,13,32,41.92,
15/04/2017,14,29.99,39.2869,
15/04/2017,15,29.88,39.1428,
15/04/2017,16,35,45.85,
15/04/2017,17,34.96,45.7976,
15/04/2017,18,44.88,58.7928,
15/04/2017,19,54.98,72.0238,
15/04/2017,20,65.88,86.3028,
15/04/2017,21,58.01,75.9931,
15/04/2017,22,39.98,52.3738,
16/04/2017,23,47,61.57,
16/04/2017,0,34.25,44.8675,
16/04/2017,1,44.56,58.3736,
16/04/2017,2,37.32,48.8892,
16/04/2017,3,35.01,45.8631,
16/04/2017,4,34.94,45.7714,
16/04/2017,5,34.93,45.7583,
16/04/2017,6,34.99,45.8369,
16/04/2017,7,30,39.3,
16/04/2017,8,33.05,43.2955,
16/04/2017,9,40.32,52.8192,
16/04/2017,10,37.42,49.0202,
16/04/2017,11,38.56,50.5136,
16/04/2017,12,54,70.74,
16/04/2017,13,39.6,51.876,
16/04/2017,14,33.09,43.3479,
16/04/2017,15,31.52,41.2912,
16/04/2017,16,40.56,53.1336,
16/04/2017,17,51.15,67.0065,
16/04/2017,18,44.6,58.426,
16/04/2017,19,55.2,72.312,
16/04/2017,20,68.12,89.2372,
16/04/2017,21,57.61,75.4691,
16/04/2017,22,59.99,78.5869,
17/04/2017,23,40.35,52.8585,
17/04/2017,0,35.98,47.1338,
17/04/2017,1,37.28,48.8368,
17/04/2017,2,34.53,45.2343,
17/04/2017,3,33.04,43.2824,
17/04/2017,4,33.01,43.2431,
17/04/2017,5,33.86,44.3566,
17/04/2017,6,40.53,53.0943,
17/04/2017,7,33,43.23,
17/04/2017,8,33.8,44.278,
17/04/2017,9,40.62,53.2122,
17/04/2017,10,41.8,54.758,
17/04/2017,11,47.32,61.9892,
17/04/2017,12,36.29,47.5399,
17/04/2017,13,32.84,43.0204,
17/04/2017,14,30.82,40.3742,
17/04/2017,15,24.98,32.7238,
17/04/2017,16,33.05,43.2955,
17/04/2017,17,40.3,52.793,
17/04/2017,18,50,65.5,
17/04/2017,19,55,72.05,
17/04/2017,20,61.35,80.3685,
17/04/2017,21,49.31,64.5961,
17/04/2017,22,32,41.92,
18/04/2017,23,40.02,52.4262,
18/04/2017,0,32.79,42.9549,
18/04/2017,1,34.48,45.1688,
18/04/2017,2,34.49,45.1819,
18/04/2017,3,32.78,42.9418,
18/04/2017,4,31.83,41.6973,
18/04/2017,5,34.9,45.719,
18/04/2017,6,43.08,56.4348,
18/04/2017,7,40.98,53.6838,
18/04/2017,8,46.16,60.4696,
18/04/2017,9,44.77,58.6487,
18/04/2017,10,34.6,45.326,
18/04/2017,11,33.01,43.2431,
18/04/2017,12,32.52,42.6012,
18/04/2017,13,31.85,41.7235,
18/04/2017,14,31.79,41.6449,
18/04/2017,15,32.75,42.9025,
18/04/2017,16,36.86,48.2866,
18/04/2017,17,49.01,64.2031,
18/04/2017,18,50.35,65.9585,
18/04/2017,19,55.55,72.7705,
18/04/2017,20,68.65,89.9315,
18/04/2017,21,51.96,68.0676,
18/04/2017,22,34.16,44.7496,
19/04/2017,23,36.49,47.8019,
19/04/2017,0,29.96,39.2476,
19/04/2017,1,33.65,44.0815,
19/04/2017,2,34,44.54,
19/04/2017,3,32.87,43.0597,
19/04/2017,4,32.01,41.9331,
19/04/2017,5,34.09,44.6579,
19/04/2017,6,41.08,53.8148,
19/04/2017,7,45.13,59.1203,
19/04/2017,8,50,65.5,
19/04/2017,9,48.5,63.535,
19/04/2017,10,39.55,51.8105,
19/04/2017,11,34.83,45.6273,
19/04/2017,12,34,44.54,
19/04/2017,13,32.86,43.0466,
19/04/2017,14,32.41,42.4571,
19/04/2017,15,33.05,43.2955,
19/04/2017,16,37.37,48.9547,
19/04/2017,17,47.89,62.7359,
19/04/2017,18,44.98,58.9238,
19/04/2017,19,54.55,71.4605,
19/04/2017,20,61.55,80.6305,
19/04/2017,21,46.63,61.0853,
19/04/2017,22,33,43.23,
20/04/2017,23,39.97,52.3607,
20/04/2017,0,34.14,44.7234,
20/04/2017,1,33.57,43.9767,
20/04/2017,2,33.55,43.9505,
20/04/2017,3,31.79,41.6449,
20/04/2017,4,31.53,41.3043,
20/04/2017,5,36.19,47.4089,
20/04/2017,6,41.39,54.2209,
20/04/2017,7,44.78,58.6618,
20/04/2017,8,54.8,71.788,
20/04/2017,9,55,72.05,
20/04/2017,10,46.07,60.3517,
20/04/2017,11,41.55,54.4305,
20/04/2017,12,39.41,51.6271,
20/04/2017,13,34.88,45.6928,
20/04/2017,14,33.59,44.0029,
20/04/2017,15,34.06,44.6186,
20/04/2017,16,39.94,52.3214,
20/04/2017,17,48.11,63.0241,
20/04/2017,18,49.29,64.5699,
20/04/2017,19,58.24,76.2944,
20/04/2017,20,64.98,85.1238,
20/04/2017,21,47.5,62.225,
20/04/2017,22,35.21,46.1251,
21/04/2017,23,36.68,48.0508,
21/04/2017,0,33.85,44.3435,
21/04/2017,1,33.88,44.3828,
21/04/2017,2,33.2,43.492,
21/04/2017,3,30.81,40.3611,
21/04/2017,4,31.84,41.7104,
21/04/2017,5,37.14,48.6534,
21/04/2017,6,41.81,54.7711,
21/04/2017,7,47.21,61.8451,
21/04/2017,8,52.08,68.2248,
21/04/2017,9,48.33,63.3123,
21/04/2017,10,41.11,53.8541,
21/04/2017,11,38.82,50.8542,
21/04/2017,12,35.85,46.9635,
21/04/2017,13,33.54,43.9374,
21/04/2017,14,32.1,42.051,
21/04/2017,15,32.9,43.099,
21/04/2017,16,33.64,44.0684,
21/04/2017,17,40.23,52.7013,
21/04/2017,18,47.72,62.5132,
21/04/2017,19,54.62,71.5522,
21/04/2017,20,60.58,79.3598,
21/04/2017,21,47.6,62.356,
21/04/2017,22,41.88,54.8628,
22/04/2017,23,41.67,54.5877,
22/04/2017,0,36.68,48.0508,
22/04/2017,1,36.68,48.0508,
22/04/2017,2,34.82,45.6142,
22/04/2017,3,33.59,44.0029,
22/04/2017,4,33.54,43.9374,
22/04/2017,5,33.61,44.0291,
22/04/2017,6,34.39,45.0509,
22/04/2017,7,33.02,43.2562,
22/04/2017,8,40.26,52.7406,
22/04/2017,9,50.01,65.5131,
22/04/2017,10,47.38,62.0678,
22/04/2017,11,41.8,54.758,
22/04/2017,12,35.55,46.5705,
22/04/2017,13,32.28,42.2868,
22/04/2017,14,30.95,40.5445,
22/04/2017,15,30.24,39.6144,
22/04/2017,16,32.35,42.3785,
22/04/2017,17,35.74,46.8194,
22/04/2017,18,47.24,61.8844,
22/04/2017,19,53,69.43,
22/04/2017,20,59.4,77.814,
22/04/2017,21,56.67,74.2377,
22/04/2017,22,34.82,45.6142,
23/04/2017,23,43,56.33,
23/04/2017,0,39.1,51.221,
23/04/2017,1,40,52.4,
23/04/2017,2,38.01,49.7931,
23/04/2017,3,36,47.16,
23/04/2017,4,35.44,46.4264,
23/04/2017,5,34.52,45.2212,
23/04/2017,6,32.55,42.6405,
23/04/2017,7,30,39.3,
23/04/2017,8,33.07,43.3217,
23/04/2017,9,40.21,52.6751,
23/04/2017,10,44.57,58.3867,
23/04/2017,11,43.21,56.6051,
23/04/2017,12,37,48.47,
23/04/2017,13,33.51,43.8981,
23/04/2017,14,33.07,43.3217,
23/04/2017,15,33.06,43.3086,
23/04/2017,16,34,44.54,
23/04/2017,17,37.06,48.5486,
23/04/2017,18,48.1,63.011,
23/04/2017,19,53.61,70.2291,
23/04/2017,20,57.47,75.2857,
23/04/2017,21,48.57,63.6267,
23/04/2017,22,32.36,42.3916,
24/04/2017,23,35.99,47.1469,
24/04/2017,0,29.96,39.2476,
24/04/2017,1,32.55,42.6405,
24/04/2017,2,33.53,43.9243,
24/04/2017,3,33.05,43.2955,
24/04/2017,4,33.08,43.3348,
24/04/2017,5,36.91,48.3521,
24/04/2017,6,45,58.95,
24/04/2017,7,45,58.95,
24/04/2017,8,58.98,77.2638,
24/04/2017,9,58.94,77.2114,
24/04/2017,10,47.43,62.1333,
24/04/2017,11,42.99,56.3169,
24/04/2017,12,34.52,45.2212,
24/04/2017,13,33.11,43.3741,
24/04/2017,14,32.81,42.9811,
24/04/2017,15,33.04,43.2824,
24/04/2017,16,34.09,44.6579,
24/04/2017,17,43,56.33,
24/04/2017,18,44.92,58.8452,
24/04/2017,19,57.18,74.9058,
24/04/2017,20,58.9,77.159,
24/04/2017,21,41.36,54.1816,
24/04/2017,22,33.08,43.3348,
25/04/2017,23,36.32,47.5792,
25/04/2017,0,30.97,40.5707,
25/04/2017,1,33.01,43.2431,
25/04/2017,2,36.19,47.4089,
25/04/2017,3,33.06,43.3086,
25/04/2017,4,33.05,43.2955,
25/04/2017,5,36.09,47.2779,
25/04/2017,6,42.18,55.2558,
25/04/2017,7,45.8,59.998,
25/04/2017,8,50.19,65.7489,
25/04/2017,9,40,52.4,
25/04/2017,10,35.5,46.505,
25/04/2017,11,33.99,44.5269,
25/04/2017,12,33.03,43.2693,
25/04/2017,13,32.44,42.4964,
25/04/2017,14,31.99,41.9069,
25/04/2017,15,32,41.92,
25/04/2017,16,38.93,50.9983,
25/04/2017,17,48,62.88,
25/04/2017,18,44.44,58.2164,
25/04/2017,19,53.82,70.5042,
25/04/2017,20,59.82,78.3642,
25/04/2017,21,58.93,77.1983,
25/04/2017,22,34.68,45.4308,
26/04/2017,23,35.95,47.0945,
26/04/2017,0,33.43,43.7933,
26/04/2017,1,38.11,49.9241,
26/04/2017,2,38,49.78,
26/04/2017,3,34.96,45.7976,
26/04/2017,4,33.58,43.9898,
26/04/2017,5,37.21,48.7451,
26/04/2017,6,45.2,59.212,
26/04/2017,7,47.81,62.6311,
26/04/2017,8,50.6,66.286,
26/04/2017,9,47.32,61.9892,
26/04/2017,10,45.64,59.7884,
26/04/2017,11,41.17,53.9327,
26/04/2017,12,41.01,53.7231,
26/04/2017,13,39.27,51.4437,
26/04/2017,14,37.39,48.9809,
26/04/2017,15,36.43,47.7233,
26/04/2017,16,39.66,51.9546,
26/04/2017,17,48.5,63.535,
26/04/2017,18,55.69,72.9539,
26/04/2017,19,60.64,79.4384,
26/04/2017,20,64,83.84,
26/04/2017,21,57.92,75.8752,
26/04/2017,22,37.54,49.1774,
27/04/2017,23,35.67,46.7277,
27/04/2017,0,32.56,42.6536,
27/04/2017,1,36.79,48.1949,
27/04/2017,2,36.71,48.0901,
27/04/2017,3,33.51,43.8981,
27/04/2017,4,32,41.92,
27/04/2017,5,35.92,47.0552,
27/04/2017,6,44.81,58.7011,
27/04/2017,7,48.12,63.0372,
27/04/2017,8,50.88,66.6528,
27/04/2017,9,45.68,59.8408,
27/04/2017,10,43.26,56.6706,
27/04/2017,11,41.14,53.8934,
27/04/2017,12,39.99,52.3869,
27/04/2017,13,37.01,48.4831,
27/04/2017,14,36.1,47.291,
27/04/2017,15,34.82,45.6142,
27/04/2017,16,40,52.4,
27/04/2017,17,50,65.5,
27/04/2017,18,53,69.43,
27/04/2017,19,55.06,72.1286,
27/04/2017,20,62.92,82.4252,
27/04/2017,21,51,66.81,
